iso_origin;iso_dest;dist_eco;dist_capitale;dist_ponderee_pop
MUS;LBR;8024.15;8024.15;7982.87
MUS;LBY;7545.616;7545.616;7325.151
MUS;LCA;13488.05;13488.05;13488.92
MUS;LKA;3883.37;3883.37;3959.042
MUS;LSO;3189.56;3189.56;3172.649
MUS;LTU;8875.957;8875.957;8979.52
MUS;LUX;9266.33;9266.33;9278.44
MUS;LVA;9131.389;9131.389;9122.757
MUS;MAC;7707.059;7707.059;.
MUS;MAR;9096.822;9096.822;9072.131
MUS;MDA;8009.759;8009.759;8029.151
MUS;MDG;1058.797;1058.797;1089.913
MUS;MDV;3222.059;3222.059;3174.888
MUS;MEX;17590.84;17590.84;17756.85
MUS;MHL;12761.91;12761.91;12649.05
MUS;MKD;7849.104;7849.104;7832.838
MUS;MLI;8044.196;8044.196;7995.261
MUS;MLT;7707.708;7707.708;7718.336
MUS;MMR;5896.117;5896.117;6006.865
MUS;MNG;9030.764;9030.764;8973.867
MUS;MNP;10417.2;10417.2;10408.64
MUS;MOZ;2627.201;2627.201;2396.335
MUS;MRT;9079.689;9079.689;8980.018
MUS;MSR;13690.74;13690.74;.
MUS;MTQ;13515.42;13515.42;13511.9
MUS;MUS;17.00907;17.00907;18.99085
MUS;MWI;2609.594;2609.594;2539.791
MUS;MYS;5478.541;5478.541;5738.299
MUS;NAM;4183.496;4183.496;4197.275
MUS;NCL;10986.58;10986.58;10984.41
MUS;NER;7130.484;7130.484;6902.099
MUS;NFK;10781.0;10781.0;10783.25
MUS;NGA;6610.806;6405.342;6493.878
MUS;NIC;16069.69;16069.69;16067.22
MUS;NIU;13269.18;13269.18;13263.64
MUS;NLD;9536.271;9536.271;9513.509
MUS;NOR;9863.321;9863.321;9963.109
MUS;NPL;6111.776;6111.776;6082.999
MUS;NRU;12019.08;12019.08;12014.66
MUS;NZL;10446.64;10446.64;10707.64
MUS;OMN;4874.6;4874.6;4817.693
MUS;PAK;6217.038;6217.038;5677.215
MUS;PAL;6258.111;6258.111;6264.399
MUS;PAN;15252.09;15252.09;15315.23
MUS;PCN;14932.97;14932.97;.
MUS;PER;13897.23;13897.23;13904.52
MUS;PHL;7948.09;7948.09;7963.372
MUS;PLW;8955.418;8955.418;8956.543
MUS;PNG;9614.307;9614.307;9681.757
MUS;POL;8801.968;8801.968;8833.63
MUS;PRI;14138.32;14138.32;14151.08
MUS;PRK;9678.989;9678.989;9767.446
MUS;PRT;9540.073;9540.073;9583.206
MUS;PRY;11392.12;11392.12;11326.8
MUS;PYF;14901.1;14901.1;14892.75
MUS;QAT;5095.89;5095.89;5111.714
MUS;REU;225.816;225.816;234.3596
MUS;ROM;7864.84;7864.84;8001.702
MUS;RUS;8654.018;8654.018;8622.76
MUS;RWA;3606.523;3606.523;3623.024
MUS;SAU;5121.703;5121.703;5158.225
MUS;SDN;4822.656;4822.656;4791.976
MUS;SEN;9064.877;9064.877;9015.654
MUS;SGP;5587.708;5587.708;5589.156
MUS;SHN;6666.501;6666.501;6978.153
MUS;SLB;10931.4;10931.4;10916.91
MUS;SLE;8375.2;8375.2;8310.99
MUS;SLV;16418.13;16418.13;16418.14
MUS;SMR;8481.106;8481.106;8489.239
MUS;SOM;2804.291;2804.291;3005.821
MUS;SPM;13424.92;13424.92;13434.28
MUS;STP;5974.603;5974.603;5990.705
MUS;SUR;12613.98;12613.98;12537.9
MUS;SVK;8599.921;8599.921;8565.528
MUS;SVN;8549.765;8549.765;8550.547
MUS;SWE;9548.833;9548.833;9593.819
MUS;SWZ;2776.63;2776.63;2752.298
MUS;SYC;1742.821;1742.821;1748.565
MUS;SYR;6382.372;6382.372;6521.707
MUS;TCA;14712.45;14712.45;14725.88
MUS;TCD;5883.843;5883.843;5722.84
MUS;TGO;6803.802;6803.802;6879.573
MUS;THA;6031.729;6031.729;6048.2
MUS;TJK;6650.771;6650.771;6684.498
MUS;TKL;13716.88;13716.88;13744.76
MUS;TKM;6468.999;6468.999;6580.77
MUS;TMP;7407.391;7407.391;7406.615
MUS;TON;12681.04;12681.04;12715.25
MUS;TTO;13438.11;13438.11;13423.87
MUS;TUN;8053.869;8053.869;7990.128
MUS;TUR;7422.923;7161.605;7173.162
MUS;TUV;12900.14;12900.14;12857.08
MUS;TWN;8562.573;8562.573;8474.378
MUS;TZA;2460.431;2819.926;2739.443
MUS;UGA;3546.463;3546.463;3593.586
MUS;UKR;8291.761;8291.761;8057.866
MUS;URY;10730.37;10730.37;10774.69
MUS;USA;14928.16;15222.4;16465.65
MUS;UZB;6943.749;6943.749;6885.948
MUS;VCT;13489.73;13489.73;13489.64
MUS;VEN;14002.33;14002.33;14071.84
MUS;VGB;13982.19;13982.19;13982.7
MUS;VNM;6979.507;6979.507;6623.348
MUS;VUT;11381.57;11381.57;11380.21
MUS;WLF;13075.9;13075.9;13076.9
MUS;WSM;11907.7;11907.7;13436.54
MUS;YEM;4216.128;4216.128;4126.328
MUS;YUG;8150.156;8150.156;8085.666
MUS;ZAF;4130.892;3057.382;3272.778
MUS;ZAR;4897.71;4897.71;4400.376
MUS;ZMB;3137.157;3137.157;3173.313
MUS;ZWE;2792.647;2792.647;2857.239
MWI;ABW;11828.46;11828.46;11885.31
MWI;AFG;6565.831;6565.831;6533.963
MWI;AGO;2314.207;2314.207;2315.348
MWI;AIA;11209.52;11209.52;11286.18
MWI;ALB;6321.25;6321.25;6363.684
MWI;AND;7100.229;7100.229;7172.768
MWI;ANT;11694.26;11694.26;11692.86
MWI;ARE;4827.794;4827.794;4937.982
MWI;ARG;9345.976;9345.976;9601.087
MWI;ARM;6127.386;6127.386;6174.998
MWI;ATG;11057.18;11057.18;11137.3
MWI;AUS;11533.4;11295.81;10960.4
MWI;AUT;7133.681;7133.681;7196.866
MWI;AZE;6271.172;6271.172;6280.074
MWI;BDI;1279.164;1279.164;1342.679
MWI;BEL;7760.549;7760.549;7832.457
MWI;BEN;4134.003;4115.609;4322.257
MWI;BFA;4887.234;4887.234;5006.523
MWI;BGD;7442.796;7442.796;7416.309
MWI;BGR;6394.343;6394.343;6436.663
MWI;BHR;4827.041;4827.041;4846.3
MWI;BHS;12777.08;12777.08;12872.21
MWI;BIH;6623.936;6623.936;6733.508
MWI;BLR;7571.855;7571.855;7594.016
MWI;BLZ;13892.99;13892.99;13930.82
MWI;BMU;11640.55;11640.55;11713.53
MWI;BOL;10813.84;10435.63;10595.37
MWI;BRA;8444.919;8732.777;8450.905
MWI;BRB;10728.21;10728.21;10801.29
MWI;BRN;9198.487;9198.487;9104.537
MWI;BTN;7596.844;7596.844;7570.101
MWI;BWA;1457.969;1457.969;1339.756
MWI;CAF;2643.519;2643.519;2791.296
MWI;CAN;12944.85;12638.27;13497.76
MWI;CCK;6808.849;6808.849;.
MWI;CHE;7273.356;7273.356;7338.173
MWI;CHL;10458.4;10458.4;10522.04
MWI;CHN;10394.82;10394.82;10296.91
MWI;CIV;4696.99;4898.918;4881.515
MWI;CMR;3161.213;3161.213;3413.75
MWI;COG;2309.266;2309.266;2512.907
MWI;COK;15847.79;15847.79;15822.47
MWI;COL;12178.72;12178.72;12250.82
MWI;COM;1056.905;1056.905;1060.007
MWI;CPV;7081.418;7081.418;7254.94
MWI;CRI;13273.86;13273.86;13350.39
MWI;CUB;13277.21;13277.21;13067.32
MWI;CXR;7803.552;7803.552;.
MWI;CYM;13135.26;13135.26;13209.32
MWI;CYP;5466.867;5466.867;5500.056
MWI;CZE;7378.479;7378.479;7395.958
MWI;DEU;7732.286;7656.65;7701.454
MWI;DJI;3026.184;3026.184;3045.847
MWI;DMA;10967.58;10967.58;11042.65
MWI;DNK;8001.113;8001.113;8105.956
MWI;DOM;11913.08;11913.08;12025.74
MWI;DZA;6512.002;6512.002;6496.674
MWI;ECU;12416.8;12416.8;12532.34
MWI;EGY;4906.748;4906.748;4962.796
MWI;ERI;3308.405;3308.405;3327.329
MWI;ESH;6834.259;6834.259;6897.516
MWI;ESP;7186.515;7186.515;7185.389
MWI;EST;8208.521;8208.521;8221.643
MWI;ETH;2620.965;2620.965;2691.664
MWI;FIN;8285.102;8285.102;8456.409
MWI;FJI;14756.1;14756.1;14681.15
MWI;FLK;8915.135;8915.135;8910.619
MWI;FRA;7650.657;7650.657;7492.122
MWI;FRO;9168.352;9168.352;9238.225
MWI;FSM;13914.16;13914.16;13290.97
MWI;GAB;3127.52;3127.52;3129.939
MWI;GBR;7993.257;7993.257;8204.422
MWI;GEO;6299.712;6299.712;6346.786
MWI;GHA;4344.325;4344.325;4516.601
MWI;GIB;6930.309;6930.309;7008.277
MWI;GIN;6061.551;6061.551;5860.533
MWI;GLP;11020.63;11020.63;11083.55
MWI;GMB;6344.973;6344.973;6395.429
MWI;GNB;6168.116;6168.116;6234.199
MWI;GNQ;3393.405;3393.405;3352.424
MWI;GRC;5878.926;5878.926;5981.496
MWI;GRD;10927.06;10927.06;10996.82
MWI;GRL;11200.11;11200.11;11268.07
MWI;GTM;14045.54;14045.54;14133.48
MWI;GUF;9735.214;9735.214;9859.677
MWI;GUY;10411.21;10411.21;10465.71
MWI;HKG;9638.258;9638.258;9599.014
MWI;HND;13686.64;13686.64;13803.3
MWI;HRV;6889.832;6889.832;6891.347
MWI;HTI;12179.7;12179.7;12266.31
MWI;HUN;6997.343;6997.343;7036.464
MWI;IDN;8013.892;8013.892;8145.337
MWI;IND;6653.143;6653.143;6191.155
MWI;IRL;8406.289;8406.289;8486.199
MWI;IRN;5827.589;5827.589;5765.272
MWI;IRQ;5383.859;5383.859;5441.717
MWI;ISL;9884.74;9884.74;9945.396
MWI;ISR;5126.329;5126.329;5168.894
MWI;ITA;6589.733;6589.733;6756.171
MWI;JAM;12637.62;12637.62;12735.69
MWI;JOR;5115.474;5115.474;5160.847
MWI;JPN;12345.96;12345.96;12113.32
MWI;KAZ;7733.633;8115.828;7905.97
MWI;KEN;1450.175;1450.175;1498.271
MWI;KGZ;7572.686;7572.686;7503.996
MWI;KHM;8343.099;8343.099;8273.4
MWI;KIR;15345.55;15345.55;15365.39
MWI;KNA;11152.53;11152.53;11010.12
MWI;KOR;11233.9;11233.9;11236.93
MWI;KWT;5054.501;5054.501;5075.218
MWI;LAO;8346.098;8346.098;8408.496
MWI;LBN;5326.802;5326.802;5372.859
MWI;LBR;5417.474;5417.474;5453.05
MWI;LBY;5645.022;5645.022;5550.219
MWI;LCA;10894.9;10894.9;10967.34
MWI;LKA;5591.905;5591.905;5608.758
MWI;LSO;1828.721;1828.721;1810.105
MWI;LTU;7682.827;7682.827;7809.179
MWI;LUX;7577.717;7577.717;7647.56
MWI;LVA;7944.129;7944.129;7983.71
MWI;MAC;9580.162;9580.162;.
MWI;MAR;6861.103;6861.103;6901.286
MWI;MDA;6803.772;6803.772;6868.722
MWI;MDG;1558.547;1558.547;1523.439
MWI;MDV;4820.094;4820.094;4746.533
MWI;MEX;14999.55;14999.55;15272.79
MWI;MHL;15316.44;15316.44;15124.67
MWI;MKD;6356.61;6356.61;6390.017
MWI;MLI;5480.257;5480.257;5519.154
MWI;MLT;5909.619;5909.619;5978.908
MWI;MMR;7658.417;7658.417;7685.259
MWI;MNG;9949.365;9949.365;9865.523
MWI;MNP;12732.49;12732.49;12668.7
MWI;MOZ;1341.776;1341.776;878.5267
MWI;MRT;6527.952;6527.952;6511.859
MWI;MSR;11087.25;11087.25;.
MWI;MTQ;10919.43;10919.43;10987.33
MWI;MUS;2609.594;2609.594;2539.791
MWI;MWI;129.4684;129.4684;208.2324
MWI;MYS;7725.643;7725.643;7935.579
MWI;NAM;2006.927;2006.927;2035.113
MWI;NCL;13480.41;13480.41;13407.85
MWI;NER;4647.636;4647.636;4542.81
MWI;NFK;13163.98;13163.98;13090.86
MWI;NGA;4049.839;3911.021;4053.085
MWI;NIC;13554.35;13554.35;13615.75
MWI;NIU;15534.4;15534.4;15455.94
MWI;NLD;7887.344;7887.344;7921.862
MWI;NOR;8479.884;8479.884;8627.686
MWI;NPL;7233.993;7233.993;7168.62
MWI;NRU;14620.35;14620.35;14542.47
MWI;NZL;12441.66;12441.66;12743.8
MWI;OMN;4979.074;4979.074;4864.474
MWI;PAK;6743.58;6743.58;6219.251
MWI;PAL;5064.18;5064.18;5125.167
MWI;PAN;12759.81;12759.81;12893.65
MWI;PCN;15351.27;15351.27;.
MWI;PER;11875.83;11875.83;11903.67
MWI;PHL;10107.59;10107.59;10103.4
MWI;PLW;11359.36;11359.36;11299.03
MWI;PNG;12220.75;12220.75;12207.79
MWI;POL;7472.656;7472.656;7510.881
MWI;PRI;11532.04;11532.04;11617.7
MWI;PRK;11156.64;11156.64;11207.39
MWI;PRT;7371.304;7371.304;7493.786
MWI;PRY;9504.722;9504.722;9475.87
MWI;PYF;16508.29;16508.29;16454.97
MWI;QAT;4769.203;4769.203;4791.441
MWI;REU;2421.13;2421.13;2352.443
MWI;ROM;6544.716;6544.716;6728.071
MWI;RUS;7767.932;7767.932;8059.056
MWI;RWA;1401.401;1401.401;1469.487
MWI;SAU;4522.324;4522.324;4382.209
MWI;SDN;3288.215;3288.215;3270.584
MWI;SEN;6480.823;6480.823;6509.822
MWI;SGP;7900.075;7900.075;7841.842
MWI;SHN;4248.904;4248.904;4676.426
MWI;SLB;13539.66;13539.66;13449.83
MWI;SLE;5771.326;5771.326;5784.468
MWI;SLV;13887.46;13887.46;13954.76
MWI;SMR;6800.185;6800.185;6865.832
MWI;SOM;2188.637;2188.637;2329.377
MWI;SPM;11141.03;11141.03;11227.83
MWI;STP;3376.767;3376.767;3472.084
MWI;SUR;10072.18;10072.18;10087.84
MWI;SVK;7109.609;7109.609;7178.673
MWI;SVN;6957.325;6957.325;7022.419
MWI;SWE;8281.345;8281.345;8326.362
MWI;SWZ;1404.513;1404.513;1379.86
MWI;SYC;2591.992;2591.992;2554.919
MWI;SYR;5289.664;5289.664;5512.959
MWI;TCA;12102.91;12102.91;12189.51
MWI;TCD;3574.372;3574.372;3495.5
MWI;TGO;4228.482;4228.482;4391.482
MWI;THA;7967.801;7967.801;7938.159
MWI;TJK;6896.526;6896.526;6938.804
MWI;TKL;16204.64;16204.64;16145.97
MWI;TKM;6321.999;6321.999;6468.445
MWI;TMP;9975.868;9975.868;9906.462
MWI;TON;14998.53;14998.53;14962.89
MWI;TTO;10868.8;10868.8;10925.51
MWI;TUN;6171.994;6171.994;6153.717
MWI;TUR;6141.977;5999.491;6020.332
MWI;TUV;15465.58;15465.58;15352.51
MWI;TWN;10446.44;10446.44;10333.76
MWI;TZA;993.5634;892.9504;1031.947
MWI;UGA;1597.372;1597.372;1698.138
MWI;UKR;7173.136;7173.136;7038.604
MWI;URY;9131.637;9131.637;9184.109
MWI;USA;12519.82;12780.82;14233.75
MWI;UZB;7144.317;7144.317;7069.365
MWI;VCT;10901.57;10901.57;10972.64
MWI;VEN;11446.21;11446.21;11592.59
MWI;VGB;11375.21;11375.21;11448.45
MWI;VNM;8780.87;8780.87;8585.678
MWI;VUT;13915.97;13915.97;13845.92
MWI;WLF;15544.08;15544.08;15468.32
MWI;WSM;14462.77;14462.77;15763.61
MWI;YEM;3463.718;3463.718;3407.416
MWI;YUG;6681.465;6681.465;6657.523
MWI;ZAF;2708.201;1433.772;1837.949
MWI;ZAR;2299.189;2299.189;1929.919
MWI;ZMB;620.2989;620.2989;702.5109
MWI;ZWE;522.3671;522.3671;661.0216
MYS;ABW;18066.89;18066.89;18042.02
MYS;AFG;4846.316;4846.316;5078.32
MYS;AGO;9900.254;9900.254;10111.01
MYS;AIA;17129.25;17129.25;17170.33
MYS;ALB;9108.602;9108.602;9263.163
MYS;AND;10613.65;10613.65;10756.51
MYS;ANT;18046.84;18046.84;17922.61
MYS;ARE;5594.997;5594.997;5734.662
MYS;ARG;15970.66;15970.66;16333.03
MYS;ARM;7051.041;7051.041;7198.772
MYS;ATG;17142.4;17142.4;17205.11
MYS;AUS;6617.087;6532.159;6084.2
MYS;AUT;9410.919;9410.919;9626.781
MYS;AZE;6635.911;6635.911;6864.18
MYS;BDI;8084.18;8084.18;8313.565
MYS;BEL;10261.22;10261.22;10376.13
MYS;BEN;10991.7;10961.51;11251.59
MYS;BFA;11391.15;11391.15;11686.52
MYS;BGD;2593.442;2593.442;2694.917
MYS;BGR;8832.44;8832.44;8852.472
MYS;BHR;6015.233;6015.233;6220.263
MYS;BHS;16891.63;16891.63;16759.41
MYS;BIH;9235.177;9235.177;9421.287
MYS;BLR;8703.475;8703.475;8774.454
MYS;BLZ;17492.15;17492.15;17276.81
MYS;BMU;15840.46;15840.46;15821.45
MYS;BOL;18178.57;17760.62;18064.37
MYS;BRA;15940.63;16420.49;16193.42
MYS;BRB;17290.49;17290.49;17389.34
MYS;BRN;1486.397;1486.397;1254.45
MYS;BTN;2998.202;2998.202;3060.142
MYS;BWA;8734.089;8734.089;8948.923
MYS;CAF;9223.682;9223.682;9490.142
MYS;CAN;14825.78;14623.82;14119.47
MYS;CCK;1821.293;1821.293;.
MYS;CHE;10085.6;10085.6;10194.78
MYS;CHL;16562.12;16562.12;16649.88
MYS;CHN;4355.047;4355.047;3879.04
MYS;CIV;11722.28;11846.92;12034.25
MYS;CMR;10013.85;10013.85;10261.48
MYS;COG;9651.106;9651.106;10035.22
MYS;COK;11028.1;11028.1;10812.66
MYS;COL;19097.63;19097.63;18832.37
MYS;COM;6671.648;6671.648;6896.594
MYS;CPV;13670.55;13670.55;13917.99
MYS;CRI;18440.15;18440.15;18215.02
MYS;CUB;17078.27;17078.27;17091.18
MYS;CXR;1572.414;1572.414;.
MYS;CYM;17514.34;17514.34;17363.53
MYS;CYP;7854.233;7854.233;8033.03
MYS;CZE;9554.34;9554.34;9597.34
MYS;DEU;10070.46;9623.965;9986.959
MYS;DJI;6519.78;6519.78;6766.186
MYS;DMA;17262.1;17262.1;17324.96
MYS;DNK;9673.563;9673.563;9844.939
MYS;DOM;17451.47;17451.47;17401.12
MYS;DZA;10579.58;10579.58;10733.33
MYS;ECU;19710.32;19710.32;19490.94
MYS;EGY;7962.7;7962.7;8172.478
MYS;ERI;7009.113;7009.113;7192.027
MYS;ESH;12289.23;12289.23;12522.29
MYS;ESP;11084.66;11084.66;11174.05
MYS;EST;8980.771;8980.771;9011.992
MYS;ETH;6980.896;6980.896;7226.504
MYS;FIN;8980.642;8980.642;9085.845
MYS;FJI;8726.253;8726.253;8480.362
MYS;FLK;14303.84;14303.84;14401.31
MYS;FRA;10436.4;10436.4;10553.12
MYS;FRO;10656.55;10656.55;10715.99
MYS;FSM;6280.563;6280.563;5441.483
MYS;GAB;10268.34;10268.34;10465.06
MYS;GBR;10559.89;10559.89;10714.89
MYS;GEO;7086.136;7086.136;7320.897
MYS;GHA;11304.19;11304.19;11592.5
MYS;GIB;11328.47;11328.47;11491.89
MYS;GIN;12953.59;12953.59;12863.21
MYS;GLP;17230.43;17230.43;17261.41
MYS;GMB;12981.92;12981.92;13178.81
MYS;GNB;12905.9;12905.9;13120.51
MYS;GNQ;10315.7;10315.7;10508.32
MYS;GRC;8747.895;8747.895;8939.393
MYS;GRD;17539.7;17539.7;17616.99
MYS;GRL;12227.34;12227.34;11971.29
MYS;GTM;17641.12;17641.12;17398.24
MYS;GUF;17010.18;17010.18;17267.54
MYS;GUY;17540.31;17540.31;17707.88
MYS;HKG;2518.368;2518.368;2408.006
MYS;HND;17878.91;17878.91;17559.44
MYS;HRV;9435.967;9435.967;9554.434
MYS;HTI;17533.49;17533.49;17456.32
MYS;HUN;9207.439;9207.439;9325.767
MYS;IDN;1174.196;1174.196;1306.636
MYS;IND;3842.43;3842.43;3610.29
MYS;IRL;10912.11;10912.11;11057.51
MYS;IRN;6300.096;6300.096;6415.507
MYS;IRQ;6816.02;6816.02;6968.826
MYS;ISL;11249.99;11249.99;11256.95
MYS;ISR;7665.067;7665.067;7839.196
MYS;ITA;9717.922;9717.922;9907.099
MYS;JAM;17679.68;17679.68;17557.27
MYS;JOR;7554.089;7554.089;7744.513
MYS;JPN;5329.095;5329.095;4967.821
MYS;KAZ;5090.712;6043.745;5876.803
MYS;KEN;7233.445;7233.445;7469.65
MYS;KGZ;5175.434;5175.434;5229.37
MYS;KHM;1005.151;1005.151;1068.651
MYS;KIR;7947.272;7947.272;7808.362
MYS;KNA;17189.04;17189.04;16812.14
MYS;KOR;4614.067;4614.067;4418.149
MYS;KWT;6363.238;6363.238;6551.099
MYS;LAO;1655.925;1655.925;1691.363
MYS;LBN;7634.024;7634.024;7809.827
MYS;LBR;12455.95;12455.95;12654.98
MYS;LBY;9695.89;9695.89;9623.06
MYS;LCA;17332.73;17332.73;17417.22
MYS;LKA;2456.486;2456.486;2686.522
MYS;LSO;8667.416;8667.416;8905.11
MYS;LTU;8859.57;8859.57;9059.061
MYS;LUX;10150.62;10150.62;10277.85
MYS;LVA;8974.432;8974.432;9056.946
MYS;MAC;2485.261;2485.261;.
MYS;MAR;11514.28;11514.28;11692.46
MYS;MDA;8467.494;8467.494;8605.744
MYS;MDG;6416.869;6416.869;6688.855
MYS;MDV;3137.906;3137.906;3420.259
MYS;MEX;16641.12;16641.12;16024.15
MYS;MHL;7711.036;7711.036;7312.443
MYS;MKD;8976.374;8976.374;9125.7
MYS;MLI;12068.18;12068.18;12203.75
MYS;MLT;9557.182;9557.182;9738.494
MYS;MMR;1635.266;1635.266;1881.589
MYS;MNG;5007.076;5007.076;4955.426
MYS;MNP;5010.474;5010.474;4742.609
MYS;MOZ;8100.172;8100.172;7998.836
MYS;MRT;12805.88;12805.88;12902.72
MYS;MSR;17205.59;17205.59;.
MYS;MTQ;17295.16;17295.16;17365.53
MYS;MUS;5478.541;5478.541;5738.299
MYS;MWI;7725.643;7725.643;7935.579
MYS;MYS;215.9889;215.9889;556.2358
MYS;NAM;9597.039;9597.039;9852.814
MYS;NCL;7576.243;7576.243;7341.949
MYS;NER;10973.12;10973.12;10883.86
MYS;NFK;7907.56;7907.56;7732.53
MYS;NGA;10886.54;10458.14;10877.35
MYS;NIC;18121.32;18121.32;17885.52
MYS;NIU;9960.666;9960.666;9738.904
MYS;NLD;10201.5;10201.5;10298.82
MYS;NOR;9768.171;9768.171;9904.687
MYS;NPL;3241.307;3241.307;3386.085
MYS;NRU;7266.663;7266.663;7010.521
MYS;NZL;8928.609;8928.609;8624.274
MYS;OMN;5158.557;5158.557;5463.615
MYS;PAK;4509.983;4509.983;4556.43
MYS;PAL;7685.068;7685.068;7847.697
MYS;PAN;18682.41;18682.41;18488.63
MYS;PCN;13983.63;13983.63;.
MYS;PER;19026.41;19026.41;18998.2
MYS;PHL;2470.863;2470.863;2277.142
MYS;PLW;3662.24;3662.24;3401.953
MYS;PNG;5228.757;5228.757;4951.532
MYS;POL;9108.276;9108.276;9330.901
MYS;PRI;17287.08;17287.08;17310.68
MYS;PRK;4677.513;4677.513;4616.669
MYS;PRT;11580.99;11580.99;11728.88
MYS;PRY;16726.44;16726.44;16847.97
MYS;PYF;12109.26;12109.26;11871.77
MYS;QAT;5898.939;5898.939;6111.717
MYS;REU;5704.124;5704.124;5971.219
MYS;ROM;8629.723;8629.723;8836.806
MYS;RUS;8130.454;8130.454;7647.654
MYS;RWA;7989.483;7989.483;8269.77
MYS;SAU;6347.465;6347.465;6885.213
MYS;SDN;7690.53;7690.53;7964.617
MYS;SEN;13042.01;13042.01;13210.79
MYS;SGP;315.5433;315.5433;505.5376
MYS;SHN;11974.23;11974.23;12512.18
MYS;SLB;6609.392;6609.392;6347.489
MYS;SLE;12704.0;12704.0;12873.68
MYS;SLV;17812.15;17812.15;17582.23
MYS;SMR;9711.691;9711.691;9859.533
MYS;SOM;6265.865;6265.865;6575.665
MYS;SPM;14080.47;14080.47;14069.59
MYS;STP;10569.51;10569.51;10830.95
MYS;SUR;17281.22;17281.22;17377.76
MYS;SVK;9351.424;9351.424;9348.404
MYS;SVN;9549.68;9549.68;9665.254
MYS;SWE;9354.846;9354.846;9568.984
MYS;SWZ;8250.37;8250.37;8484.473
MYS;SYC;5213.441;5213.441;5480.744
MYS;SYR;7551.871;7551.871;7693.758
MYS;TCA;17186.72;17186.72;17136.83
MYS;TCD;9586.644;9586.644;9699.181
MYS;TGO;11122.37;11122.37;11379.17
MYS;THA;1187.123;1187.123;1282.879
MYS;TJK;5166.302;5166.302;5282.889
MYS;TKL;9665.43;9665.43;9474.935
MYS;TKM;5861.502;5861.502;5989.798
MYS;TMP;2952.938;2952.938;2792.852
MYS;TON;9424.978;9424.978;9223.646
MYS;TTO;17624.5;17624.5;17729.47
MYS;TUN;9939.891;9939.891;10115.71
MYS;TUR;8344.665;7997.892;8232.465
MYS;TUV;8695.993;8695.993;8366.223
MYS;TWN;3237.547;3237.547;2968.969
MYS;TZA;7020.495;7402.889;7545.325
MYS;UGA;7694.136;7694.136;7969.541
MYS;UKR;8424.244;8424.244;8323.441
MYS;URY;15822.13;15822.13;16040.9
MYS;USA;15130.12;15357.34;14859.51
MYS;UZB;5342.154;5342.154;5477.856
MYS;VCT;17414.7;17414.7;17500.64
MYS;VEN;18054.8;18054.8;18159.29
MYS;VGB;17201.88;17201.88;17224.73
MYS;VNM;2040.94;2040.94;1361.233
MYS;VUT;7661.569;7661.569;7392.702
MYS;WLF;9243.523;9243.523;9012.136
MYS;WSM;7954.444;7954.444;9482.133
MYS;YEM;6438.029;6438.029;6642.857
MYS;YUG;9076.96;9076.96;9212.635
MYS;ZAF;9588.708;8523.575;8994.414
MYS;ZAR;9644.16;9644.16;9394.805
MYS;ZMB;8340.846;8340.846;8578.15
MYS;ZWE;8085.896;8085.896;8437.361
NAM;ABW;10267.96;10267.96;10238.2
NAM;AFG;8405.997;8405.997;8304.847
NAM;AGO;1582.875;1582.875;1424.021
NAM;AIA;9826.64;9826.64;9804.255
NAM;ALB;7117.55;7117.55;7031.814
NAM;AND;7417.142;7417.142;7353.93
NAM;ANT;10131.61;10131.61;10066.24
NAM;ARE;6607.643;6607.643;6659.895
NAM;ARG;7342.774;7342.774;7605.196
NAM;ARM;7539.966;7539.966;7489.778
NAM;ATG;9657.496;9657.496;9638.83
NAM;AUS;12088.9;11845.64;11730.63
NAM;AUT;7878.468;7878.468;7783.651
NAM;AZE;7784.538;7784.538;7681.489
NAM;BDI;2510.536;2510.536;2483.108
NAM;BEL;8264.846;8264.846;8203.515
NAM;BEN;3594.06;3591.391;3686.4
NAM;BFA;4390.626;4390.626;4351.27
NAM;BGD;9447.35;9447.35;9414.84
NAM;BGR;7288.281;7288.281;7249.549
NAM;BHR;6520.519;6520.519;6463.214
NAM;BHS;11479.44;11479.44;11476.73
NAM;BIH;7395.23;7395.23;7365.375
NAM;BLR;8563.76;8563.76;8475.26
NAM;BLZ;12332.82;12332.82;12291.64
NAM;BMU;10624.18;10624.18;10581.92
NAM;BOL;8849.453;8460.603;8603.047
NAM;BRA;6470.25;6825.919;6511.559
NAM;BRB;9251.939;9251.939;9233.222
NAM;BRN;11034.69;11034.69;10995.28
NAM;BTN;9590.698;9590.698;9550.669
NAM;BWA;930.864;930.864;1007.111
NAM;CAF;3004.049;3004.049;3013.972
NAM;CAN;12231.22;11994.17;12836.87
NAM;CCK;8446.771;8446.771;.
NAM;CHE;7797.97;7797.97;7736.947
NAM;CHL;8459.421;8459.421;8541.71
NAM;CHN;12372.95;12372.95;12272.32
NAM;CIV;3861.917;4079.443;3928.29
NAM;CMR;3002.201;3002.201;3175.241
NAM;COG;2050.37;2050.37;2032.987
NAM;COK;15150.8;15150.8;15260.56
NAM;COL;10436.82;10436.82;10463.08
NAM;COM;3029.298;3029.298;3049.611
NAM;CPV;6081.29;6081.29;6150.244
NAM;CRI;11579.94;11579.94;11582.27
NAM;CUB;11900.41;11900.41;11575.97
NAM;CXR;9433.826;9433.826;.
NAM;CYM;11663.91;11663.91;11644.9
